fecha,cod_ine,CCAA,recovered
4/29/2020,17,La Rioja,2091
4/30/2020,17,La Rioja,2159
5/1/2020,17,La Rioja,2220
5/2/2020,17,La Rioja,2279
5/3/2020,17,La Rioja,2297
5/4/2020,17,La Rioja,2312
5/5/2020,17,La Rioja,2345
5/6/2020,17,La Rioja,2396
5/7/2020,17,La Rioja,2457
5/8/2020,17,La Rioja,2526
5/9/2020,17,La Rioja,2581
5/10/2020,17,La Rioja,2648
5/11/2020,17,La Rioja,2700
5/12/2020,17,La Rioja,2749
5/13/2020,17,La Rioja,2804
5/14/2020,17,La Rioja,2867
5/15/2020,17,La Rioja,2927
5/16/2020,17,La Rioja,2990
5/17/2020,17,La Rioja,3048
